"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"EAST NORTH BEACH COMM WATER ASSN","","","","23","Ground water","11023 78th Ave NE
Marysville, WA 98271","","","Skagit"
"EAST OLYMPIA -684","","","","230","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Thurston"
"EAST OLYMPIA ELEMENTARY SCHOOL","","","","593","Ground water","2020 80TH AVE SW
TUMWATER, WA 98512","","","Thurston"
"EAST RIDGE PARK","","","","150","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"EAST SELAH DIV OFFICE","","","","31","Ground water","900 E Selah Rd
Yakima, WA 98901-8360","","","Yakima"
"EAST SPOKANE WATER DIST 1","","","","4,285","Ground water","704 S. Coleman Rd
Spokane Valley, WA 99212","","","Spokane"
"EAST VALLEY MARKET","","","","25","Ground water","7208 Postma Rd
Yakima, WA 98901","","","Yakima"
"EAST WENATCHEE WATER DISTRICT","","","","26,495","Ground water purchased","692 Eastmont Ave
East Wenatchee, WA 98802","","","Douglas"
"EASTER SEALS CAMP STAND BY ME","","","","34","Ground water","PO Box 289
Vaughn, WA 98394","","","Pierce"
"EASTERN WASHINGTON UNIVERSITY","","","","16,216","Ground water","M.S. 101 ROZ
Cheney, WA 99004-2490","","","Spokane"
"EASTGATE","","","","76","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"EASTLAKE WATER ASSOCIATION","","","","65","Ground water","PO Box 315
Oroville, WA 98844","","","Okanogan"
"EASTON WATER DISTRICT","","","","362","Ground water","141 Swallow Ln
Cle Elum, WA 98922-9346","","","Kittitas"
"EASTSOUND WATER USERS ASSOCIATION","","","","3,681","Surface water","PO Box 115
Eastsound, WA 98245","","","San Juan"
"EATON HILL WINERY WELL","","","","44","Ground water","Valley Water Services
201 East D Street
Yakima, WA 98901","","","Yakima"
"EATON PARK SUBDIVISION","","","","70","Ground water","204003 E. 14th Pl.
Kennewick, WA 99337-6605","","","Benton"
"EATONVILLE KINGDOM HALL","","","","97","Ground water","307 336TH ST S
ROY, WA 98580","","","Pierce"
"EATONVILLE WATER DEPT","","","","3,558","Surface water","PO Box 309
Eatonville, WA 98328","","","Pierce"
"ECHO GLEN CHILDRENS CENTER","","","","430","Ground water","33010 SE 99th St
Snoqualmie, WA 98065","","","King"
"ECHO GLEN WATER SYSTEM","","","","105","Ground water","PO BOX 2985
SILVERDALE, WA 98383","","","King"
"ECHO VALLEY SKI RESORT","","","","50","Ground water","PO Box 99
Chelan, WA 98816","","","Chelan"
"ECHOES OF THE SEA","","","","10","Ground water","PO Box 67
Copalis Beach, WA 98535","","","Grays Harbor"
"ECO PARK","","","","38","Ground water","PO Box 350
Toutle, WA 98649","","","Cowlitz"
"EDELWEISS MAINTENANCE COMMISSION","","","","158","Ground water","209 Goat Creek
Winthrop, WA 98862","","","Okanogan"
"EDGEHILL WATER ASSN","","","","109","Ground water","23711 Dorre Don Way SE
Maple Valley, WA 98038","","","King"
"EDGEWATER BEACH WATER CO","","","","78","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Thurston"
"EDGEWATER CAMP","","","","27","Ground water","13207 Barrett Rd
Yakima, WA 98908","","","Yakima"
"EDGEWATER MOBILE ESTATES","","","","70","Ground water","PO Box 123
Port Orchard, WA 98366","","","Cowlitz"
"EDGEWATER ORCHARDS","","","","270","Ground water","21902 SR 97
Orondo, WA 98843-9701","","","Douglas"
"EDMONDS CITY OF","","","","41,586","Surface water purchased","7110 210th St SW
Edmonds, WA 98026-7219","","","Snohomish"
"EDWALL WATER ASSN","","","","136","Ground water","PO Box 85
Edwall, WA 99008","","","Lincoln"
"EGGIMANN-664","","","","100","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Pierce"
"EHLERS LABOR CAMP","","","","42","Ground water","2366 HALVERSTICK RD
LYNDEN, WA 98264","","","Whatcom"
"EL CORRAL MOTEL","","","","24","Ground water","821 Trout Lake Court
Yakima, WA 98901","","","Yakima"
"ELD INLET HOMEOWNERS","","","","29","Ground water","6101 MINK ST NW
OLYMPIA, WA 98502","","","Thurston"
"ELDERWOOD WATER ASSOCIATION","","","","52","Ground water","PO Box 123
Port Orchard, WA 98366","","","King"
"ELDORADO HILLS","","","","383","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"ELECTRIC CITY CITY OF","","","","1,622","Ground water","PO Box 130
Electric City, WA 99123","","","Grant"
"ELGER BAY WATER ASSN","","","","21","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"ELGERWOOD MAINTENANCE ASSOCIATION","","","","112","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"ELIZA ISLAND BEACH CLUB","","","","98","Surface water","4164 Meridian St, Suite 302
Bellingham, WA 98226","","","Whatcom"
"ELK HEIGHTS - 247","","","","98","Ground water","1230 Ruddell Rd. SE.
Lacey, WA 98503","","","Pierce"
"ELK MEADOWS BED & BREAKFAST","","","","28","Ground water","3485 Dosewallips Rd
Brinnon, WA 98320-9645","","","Jefferson"
"ELKAMP EASTCREEK","","","","25","Ground water","184 Naugle Road
Mineral, WA 98355","","","Lewis"
"ELKHORN WATER DISTRICT","","","","41","Ground water","17809 Elkhorn Blvd
Orting, WA 98360-9306","","","Pierce"
"ELLENSBURG GOLF AND COUNTRY CLUB","","","","71","Ground water","3231 THORP HWY SOUTH
ELLENSBURG, WA 98926","","","Kittitas"
"ELLENSBURG KOA","","","","109","Ground water","32 S Thorp Hwy.
Ellensburg, WA 98926","","","Kittitas"
"ELLENSBURG WATER DEPT","","","","19,960","Ground water","501 North Anderson St
Ellensburg, WA 98926","","","Kittitas"
"ELM GROVE RV PARK","","","","148","Ground water","PO Box 1041
Benton City, WA 99320","","","Benton"
"ELM TREE WATER & SEWER ASSN","","","","38","Ground water","1274 S Boise Rd
Kettle Falls, WA 99141","","","Stevens"
"ELMA COUNTRY CLUB","","","","31","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"ELMA EVERGREEN VILLAGE","","","","29","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Grays Harbor"
"ELMA REST AREA","","","","1,593","Ground water","4801 Olympic Hwy
Aberdeen, WA 98520","","","Grays Harbor"
"ELMA, CITY OF","","","","6,638","Ground water","PO BOX 3005
ELMA, WA 98541","","","Grays Harbor"
"ELMER CITY WATER SYSTEM","","","","368","Ground water","PO Box 179
Elmer City, WA 99124","","","Okanogan"
"ELWHA ALTAIR","","","","25","Ground water","600 E Park Ave
Port Angeles, WA 98362","","","Clallam"
"ELWHA CAMPGROUND ","","","","25","Ground water","600 E PARK AVE
PORT ANGELES, WA 98362","","","Clallam"
"ELWHA DAM RV PARK","","","","106","Ground water","47 Lower Dam Rd.
Port Angeles, WA 98363","","","Clallam"
"ELWHA PLACE HOMEOWNERS ASSN","","","","59","Ground water","556 HUNT RD
PORT ANGELES, WA 98363","","","Clallam"
"EMANUEL HEIGHTS WATER SYSTEM","","","","60","Ground water","4 Norway Pines Dr
Tonasket, WA 98855-9433","","","Okanogan"
"EMERALD HEIGHTS","","","","251","Ground water","5400 DIAMOND DR NE
BAINBRIDGE ISLAND, WA 98110","","","Kitsap"
"EMERALD LAKE","","","","331","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Mason"
"ENCHANTED FIRS MOBILE ESTATES","","","","70","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"ENDICOTT WATER DEPT","","","","488","Ground water","PO Box 418
Endicott, WA 99125","","","Whitman"
"ENERGY DEPT OF/100K","","","","275","Surface water","PO Box 1600 MS:X3-20
Richland, WA, WA 99352","","","Benton"
"ENERGY DEPT OF/200W","","","","6,746","Surface water","PO Box 650 MSIN: S0-20
Richland, WA 99352","","","Benton"
"ENERGY DEPT OF/300 AREA","","","","600","Surface water purchased","PO Box 999 MSIN: P7-08
Richland, WA 99352","","","Benton"
"ENERGY DEPT OF/400 AREA","","","","30","Ground water","PO Box 1600 MS:X3-20
Richland, WA, WA 99352","","","Benton"
"ENETAI","","","","31","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"ENGLISH CAMP","","","","233","Ground water","PO Box 429
Friday Harbor, WA 98250","","","San Juan"
"ENSIGN RANCH","","","","93","Ground water","3551 Hundley Rd
Cle Elum, WA 98922","","","Kittitas"
"ENTERPRISE ESTATES WATER ASSOC.","","","","184","Ground water","7145 Firwood Dr
Ferndale, WA 98248","","","Whatcom"
"ENTERPRISE TERRACE WATER ASSN.","","","","95","Ground water","PO BOX 2510
FERNDALE, WA 98248","","","Whatcom"
"ENTIAT CITY OF","","","","1,654","Ground water","PO Box 228
Entiat, WA 98822","","","Chelan"
"ENUMCLAW WATER DEPARTMENT","","","","16,406","Ground water","2041 Railroad St
Enumclaw, WA 98022","","","King"
"EPHRATA RACEWAY PARK","","","","700","Ground water","PO Box 145
Ephrata, WA 98823","","","Grant"
"EPHRATA WATER DEPARTMENT","","","","7,600","Ground water","900 A Street SE
Ephrata, WA 98823","","","Grant"
"ERICKSON LAKE TRACTS","","","","27","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"ERLAND POINT WATER CO","","","","3,017","Ground water","PO BOX 644
SILVERDALE, WA 98383-0644","","","Kitsap"
"ESTATES AT LIVINGSTON MTN","","","","32","Ground water","28101 NE 66th St
Camas, WA 98607","","","Clark"
"ESTATES INC","","","","971","Ground water","PO BOX 92
SEQUIM, WA 98382","","","Clallam"
"EVALINE SCHOOL","","","","60","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"EVANS CAMPGROUND","","","","581","Ground water","1008 Crest Dr.
Coulee dam, WA 99116","","","Stevens"
"EVANS CREEK CAMPGROUND","","","","50","Ground water","2930 Wetmore Ave Suite 3A
Everett, WA 98201","","","Pierce"
"EVANS WATER SYSTEM","","","","47","Ground water","PO Box 622
Marcus, WA 99151","","","Stevens"
"EVERETT PUBLIC WORKS DEPT. CITY OF","http://www.ci.everett.wa.us/default.aspx?ID=1627","","","137,000","Surface water","3200 Cedar St
Everett, WA 98201","","","Snohomish"
"EVERGREEN APARTMENTS","","","","54","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"EVERGREEN CLALLAM COUNTY PUD 1","","","","1,590","Ground water","PO Box 1000
Carlsborg, WA 98324","","","Clallam"
"EVERGREEN ELEMENTARY SCHOOL","","","","310","Ground water","13315 Goodnough Dr NW
Gig Harbor, WA 98332-8640","","","Pierce"
"EVERGREEN LUTHERAN CHURCH","","","","159","Ground water","PO Box 740
Seabeck, WA 98380","","","Kitsap"
"EVERGREEN MOBILE ESTATES","","","","110","Ground water","4220 79th Ave NW
Olympia, WA 98502-9346","","","Mason"
"EVERGREEN MOBILE PARK & SALES","","","","180","Ground water","PO Box 3007
Ferndale, WA 98248","","","Whatcom"
"EVERGREEN PARK","","","","32","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"EVERGREEN RETREAT MHP","","","","39","Ground water","31760 Chelsea Rd
Visalia, CA 93292-9323","","","Whatcom"
"EVERGREEN SCHOOL DISTRICT #205","","","","25","Ground water","3341 Addy-Gifford Rd
Gifford, WA 99131","","","Stevens"
"EVERGREEN SHORES","","","","1,305","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Thurston"
"EVERGREEN SKY RANCH COMMUNITY WTR","","","","44","Ground water","37303 208th SE
Auburn, WA 98092-9005","","","King"
"EVERGREEN SPORTSMENS CLUB","","","","66","Ground water","12736 MARKSMAN RD SW
OLYMPIA, WA 98512","","","Thurston"
"EVERGREEN VALLEY VIEW WATER SYSTEM","","","","40","Ground water","70 NE Midway Blvd
Oak Harbor, WA 98277","","","Island"
"EVERGREEN VALLEY WATER SYSTEM","","","","130","Ground water","PO Box 394
Cle Elum, WA 98922","","","Kittitas"
"EVERGREEN VISTA - 308","","","","50","Ground water","1230 Ruddell Rd. SE.
Lacey, WA 98503","","","Pierce"
"EVERGREEN WATER & IMPROVEMENT ASSN","","","","150","Ground water","PO Box 655
Ravensdale, WA 98051","","","King"
"EVERGREEN WATER SYSTEM INC","","","","40","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"EVERSON CITY OF","","","","3,360","Ground water","PO Box 315
Everson, WA 98247","","","Whatcom"
"EVERSON WATER ASSOC","","","","130","Ground water purchased","8039 Trapline Road
Everson, WA 98247","","","Whatcom"
"Eaglecrest Water & Road Association","","","","28","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"Eagles Nest RV Water System","","","","6","Ground water","5406 South J st
Tacoma, WA 98408","","","Pierce"
"Early Bird Orchard #3 TWH WS","","","","25","Ground water","PO Box 259
Wenatchee, WA 98807","","","Grant"
"East End Lake Tapps Rod & Gun Club","","","","32","Ground water","21216 Island Pkwy E
Lake Tapps, WA 98391","","","Pierce"
"Easterday Ranches Feedlot","","","","25","Ground water","5235 N Industrial Way
Pasco, WA 99301","","","Franklin"
"Eddie Farms - Dairy Site","","","","96","Ground water","47002 Wilgus Rd
Grandview, WA 98930","","","Benton"
"Edwin Markham","","","","25","Ground water","3412 N Stearman Ave
Pasco, WA 99301","","","Franklin"
"Eilers Housing","","","","25","Ground water","9601 Beverly Burke Rd SW
Royal City, WA 99357","","","Grant"
"El Camano Community Club","","","","49","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","Island"
"Elbe Water & Sewer District","","","","50","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"Elk Meadows Park","","","","71","Ground water","80 Trout Lake Creek Road
Trout Lake, WA 98650","","","Klickitat"
"Elmwood Mobile Manor","","","","66","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"Eloika Pines LLC","","","","87","Ground water","585 Bethel Ave Ste 202
Port Orchard, WA 98366","","","Spokane"
"Eltopia Water Association","","","","100","Ground water","201 Tacoma Street
Eltopia, WA 99330","","","Franklin"
"Emerald City Green Machine","","","","155","Ground water","PO Box 28
Hartline, WA 99135","","","Okanogan"
"English Estates Winery","","","","33","Ground water","17908 SE 1st St.
Vancouver, WA 98684","","","Clark"
"Ensign Ranch Girls Camp","","","","101","Ground water","3551 Hundley Rd
Cle Elum, WA 98922","","","Kittitas"
"Eric G. Sandstrom VFW 969","","","","50","Ground water","PO Box 463
Orting, WA 98360","","","Pierce"
"Escure Farms","","","","75","Ground water","4 Norway Pines Dr
Tonasket, WA 98855-9433","","","Grant"
"Evangelical Free Church","","","","25","Ground water","6052 Old Moscow Rd
Pullman, WA 99163","","","Whitman"
"Evergreen Park Water System","","","","42","Ground water","PO Box 394
Cle Elum, WA 98922","","","Kittitas"
"Excelsior Group Site Campground WS","","","","29","Ground water","675 Gilman St
Palo Alto, CA 94301","","","Whatcom"
"FAIR HARBOR MARINA","","","","10","Ground water","PO Box 160
Grapeview, WA 98546","","","Mason"
"FAIRCHILD AIR FORCE BASE","","","","3,463","Ground water","100 W. Ent St., Suite 155
Fairchild AFB, WA 99011","","","Spokane"
"FAIRFIELD MHP","","","","66","Ground water","PO Box 1268
Ferndale, WA 98248","","","Whatcom"
"FAIRFIELD TOWN OF","","","","643","Ground water","W 310 Bridge Street
Tekoa, WA 99033","","","Spokane"
"FAIRHOLME CAMPGROUND","","","","161","Ground water","600 E PARK AVE
PORT ANGELES, WA 98362","","","Clallam"
"FAIRVIEW DOMESTIC WATER ASSN","","","","75","Ground water","855 S McKinney Rd
Othello, WA 99344","","","Adams"
"FAIRWAY ESTATES INC","","","","100","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"FAIRWAY NUMBER THREE WATER","","","","33","Ground water","PO Box 2960
Friday Harbor, WA 98250","","","San Juan"
"FAIRWIND MOBILE HOME PARK","","","","78","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"FAITH BAPTIST CHURCH","","","","25","Ground water","200 Home Lane
Port Angeles, WA 98362","","","Clallam"
"FAITH COMMUNITY CHURCH","","","","52","Ground water","PO Box 229
Zillah, WA 98953-0229","","","Yakima"
"FALL CITY WATER DIST. #127","","","","2,830","Ground water","PO Box 1059
Fall City, WA 98024","","","King"
"FALL CITY WATER DIST. (PLUM CREEK)","","","","59","Ground water","PO Box 1059
Fall City, WA 98024","","","King"
"FALL CITY WATER DIST. (RUTH)","","","","49","Ground water","PO Box 1059
Fall City, WA 98024","","","King"
"FALL CITY WATER DIST.(SPRING HILL)","","","","54","Ground water","PO Box 1059
Fall City, WA 98024","","","King"
"FALLS CREEK WATER USERS INC","","","","21","Ground water","PO Box 1915
Port Angeles, WA 98362","","","Clallam"
"FAMILY HOUSE ACADEMY","","","","35","Ground water","1087 Lewis River Rd PMB131
Woodland, WA 98674","","","Cowlitz"
"FARGHER LAKE GROCERY","","","","275","Ground water","1087 Lewis River Rd PMB131
Woodland, WA 98674","","","Clark"
"FARM BOY DRIVE IN","","","","285","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"FARMINGTON WATER DEPT","","","","142","Ground water","203 East Main St.
Farmington, WA 99128","","","Whitman"
"FASMART","","","","25","Ground water","3704 E Boone Ave
Spokane, WA 99202","","","Spokane"
"FAWN LAKE MAINTENANCE COMM","","","","1,044","Ground water","471 SE CRESCENT DR
SHELTON, WA 98584","","","Mason"
"FEDERATION FOREST STATE PARK","","","","287","Ground water","23700 SE Flaming Geyser Rd
Auburn, WA 98092-9031","","","King"
"FERN BLUFF ESTATES","","","","30","Ground water","PO Box 255
Monroe, WA 98272","","","Snohomish"
"FERN PRAIRIE MARKET","","","","135","Ground water","1817 NE 267th Ave
Camas, WA 98607","","","Clark"
"FERNCLIFF","","","","40","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"FERNDALE","","","","14,300","Ground water","PO Box 936
Ferndale, WA 98248","","","Whatcom"
"FERNDALE ESTATES LLC","","","","85","Ground water","2350 Douglas Rd No 27
Ferndale, WA 98248","","","Whatcom"
"FIELD OF DREAMS","","","","203","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"FIELD ROAD WATER SYSTEM","","","","57","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"FIELDS POINT - CHELAN RD","","","","200","Ground water","428 W Woodin Ave
Chelan, WA 98816","","","Chelan"
"FIELDS SPRING STATE PARK","","","","344","Ground water","36149 Highway 12
Dayton, WA 99328","","","Asotin"
"FIELDS WATER ASSOCIATION","","","","51","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","Island"
"FIFE BSA CAMP","","","","23","Surface water","8370 Bumping River Rd
Goose Prairie, WA 98937","","","Yakima"
"FIFE DEPT OF PUBLIC WORKS","","","","31,400","Surface water purchased","3725 PACIFIC HWY E
FIFE, WA 98424","","","Pierce"
"FILUCY BAY WATER COMPANY","","","","7","Ground water","6228 81st St E
Puyallup, WA 98371","","","Pierce"
"FINISTERRE HEIGHTS WATER SYSTEM","","","","193","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"FINLEY ELEMENTARY SCHOOL (NEW)","","","","450","Ground water","224606 E Game Farm Rd
Kennewick, WA 99337","","","Benton"
"FINLEY SCHOOL DISTRICT #53","","","","990","Ground water","224606 E Game Farm Rd
Kennewick, WA 99337","","","Benton"
"FINLEY SHOPPER THE","","","","125","Ground water","222608 E Game Farm Rd
Kennewick, WA 99337","","","Benton"
"FIR CREEK WORK CENTER","","","","25","Ground water","USDA - FOREST SERVICE
1835 Black Lake Blvd SW STE A
Olympia, WA 98512-5623","","","Mason"
"FIR GROVE MOBILE PARK","","","","65","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
