PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Population Category,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Radionuclides,3,"Monitoring, Regular",MR,N,"Gross Alpha, Excl. Radon and U",1-Jul-19,30-Sep-19,Returned to Compliance,12-Dec-19,SOX,State Compliance achieved,Y,-,3,26-Mar-20
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Radionuclides,3,"Monitoring, Regular",MR,N,Combined Uranium,1-Jul-19,30-Sep-19,Returned to Compliance,12-Dec-19,SOX,State Compliance achieved,Y,-,3,26-Mar-20
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Radionuclides,3,"Monitoring, Regular",MR,N,Combined Radium (-226 and -228),1-Jul-19,30-Sep-19,Returned to Compliance,12-Dec-19,SOX,State Compliance achieved,Y,-,3,26-Mar-20
WI6320306,HOLMEN WATERWORKS,Region 5,Wisconsin,Community water system,State,Ground water,Active,-,"10,147",Large,Consumer Confidence Rule,72,Consumer Confidence Report Inadequate Reporting,Other,N,Consumer Confidence Rule,1-Jul-19,-,Returned to Compliance,12-Jul-19,SIA,State Violation/Reminder Notice,-,-,3,21-Nov-19
FL3494428,ENTERPRISE CDD (CONSECUTIVE),Region 4,Florida,Community water system,State,Ground water purchased,Active,-,"8,166",Medium,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-Jul-19,31-Jul-19,Known,-,-,-,Y,-,3,20-Nov-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jul-19,30-Sep-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Dec-19
NV0000255,YERINGTON CITY OF,Region 9,Nevada,Community water system,State,Ground water,Active,-,"5,050",Medium,Revised Total Coliform Rule,4B,Report Sample Result/Fail Monitor (RTCR),RPT,N,Revised Total Coliform Rule,1-Jul-19,-,Returned to Compliance,19-Aug-19,SIE,State Public Notification requested,-,-,3,29-Aug-19
NV0000255,YERINGTON CITY OF,Region 9,Nevada,Community water system,State,Ground water,Active,-,"5,050",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,1-Jul-19,30-Sep-19,Returned to Compliance,25-Oct-19,SIE,State Public Notification requested,Y,-,3,19-Dec-19
IL1195110,HOLIDAY SHORES SD,Region 5,Illinois,Community water system,State,Surface water,Active,-,"3,387",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jul-19,30-Sep-19,Returned to Compliance,5-Nov-19,SFK,State Bilateral Compliance Agreement signed,-,1,2,13-Nov-19
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-19,-,Returned to Compliance,8-Aug-19,SOX,State Compliance achieved,-,-,3,30-Sep-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
AK2224646,WASILLA WATER SYSTEM,Region 10,Alaska,Community water system,State,Ground water,Active,-,"18,412",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jul-19,30-Sep-19,Returned to Compliance,7-Nov-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
IL0314740,PARK FOREST,Region 5,Illinois,Community water system,State,Ground water,Active,-,"21,975",Large,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,1-Jul-19,31-Jul-19,Returned to Compliance,28-Aug-19,SFK,State Bilateral Compliance Agreement signed,-,-,1,13-Nov-19
PR0004945,LAS BOCAS,Region 2,Puerto Rico,Community water system,Territory,Surface water,Active,-,"5,357",Medium,Long Term 2 Enhanced Surface Water Treatment Rule,41,Treatment Technique (SWTR and GWR),TT,Y,Long Term 2 Enhanced Surface Water Treatment Rule,1-Jun-19,30-Jun-19,Known,-,SFQ,State Civil Case filed in State court,-,-,2,27-Nov-19
CT0590011,GROTON UTILITIES,Region 1,Connecticut,Community water system,State,Surface water,Active,-,"30,200",Large,Long Term 1 Enhanced Surface Water Treatment Rule,38,"Monitoring, Turbidity (Enhanced SWTR)",MR,N,Interim Enhanced Surfsce Water Treatment Rule,1-Jun-19,30-Jun-19,Known,-,SIF,State Public Notification received,N,-,3,4-Nov-19
AL0001265,ALEXANDER CITY WATER DEPARTMENT,Region 4,Alabama,Community water system,State,Surface water,Active,-,"29,565",Large,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,15-May-19,18-Aug-19,Returned to Compliance,24-Mar-20,SOX,State Compliance achieved,Y,10,3,18-Nov-19
AL0001265,ALEXANDER CITY WATER DEPARTMENT,Region 4,Alabama,Community water system,State,Surface water,Active,-,"29,565",Large,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),15-May-19,18-Aug-19,Returned to Compliance,24-Mar-20,SOX,State Compliance achieved,Y,10,3,18-Nov-19
WV3301042,GAULEY RIVER PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"4,168",Medium,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,1-May-19,31-May-19,Returned to Compliance,18-Jun-19,SIE,State Public Notification requested,Y,-,3,15-Aug-19
NE3115303,"GRETNA, CITY OF",Region 7,Nebraska,Community water system,State,Ground water,Active,-,"10,852",Large,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-May-19,31-May-19,Known,-,SIF,State Public Notification received,Y,-,3,13-Aug-19
IN5279015,PURDUE UNIV. WATER WORKS,Region 5,Indiana,Community water system,State,Ground water,Active,-,"55,000",Large,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-May-19,31-May-19,Returned to Compliance,30-Oct-19,SOX,State Compliance achieved,N,-,3,21-Aug-19
OR4100957,WINSTON-DILLARD WATER DISTRICT,Region 10,Oregon,Community water system,State,Surface water,Active,-,"8,060",Medium,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-May-19,31-May-19,Returned to Compliance,24-Jun-19,SOX,State Compliance achieved,N,-,3,25-Sep-19
TX1720001,CITY OF DAINGERFIELD,Region 6,Texas,Community water system,State,Surface water purchased,Active,-,"4,047",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,1-Apr-19,30-Jun-19,Returned to Compliance,7-Oct-19,SOX,State Compliance achieved,Y,-,3,19-Nov-19
LA1073046,SOUTH MONROE WS GOWC,Region 6,Louisiana,Community water system,State,Ground water,Active,-,"7,577",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-19,30-Jun-19,Known,-,SID,State Site Visit for enforcement purposes,-,1,2,22-Aug-19
ID5240009,GOODING CITY OF,Region 10,Idaho,Community water system,State,Ground water,Active,-,"3,567",Medium,Radionuclides,3,"Monitoring, Regular",MR,N,"Gross Alpha, Excl. Radon and U",1-Apr-19,30-Jun-19,Returned to Compliance,13-Feb-20,SOX,State Compliance achieved,Y,-,3,25-Nov-19
ID5240009,GOODING CITY OF,Region 10,Idaho,Community water system,State,Ground water,Active,-,"3,567",Medium,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-226,1-Apr-19,30-Jun-19,Returned to Compliance,13-Feb-20,SOX,State Compliance achieved,Y,-,3,25-Nov-19
ID5240009,GOODING CITY OF,Region 10,Idaho,Community water system,State,Ground water,Active,-,"3,567",Medium,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-228,1-Apr-19,30-Jun-19,Returned to Compliance,13-Feb-20,SOX,State Compliance achieved,Y,-,3,25-Nov-19
WV3301042,GAULEY RIVER PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"4,168",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,1-Apr-19,30-Jun-19,Returned to Compliance,18-Jun-19,SIE,State Public Notification requested,Y,-,3,15-Aug-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
MS0250021,REEDTOWN WATER ASSN,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"5,040",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Apr-19,30-Jun-19,Known,-,SIE,State Public Notification requested,Y,-,3,5-Sep-19
