Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
BESSEMER WATER SERVICE,,,,"85,113",Surface water purchased,"1600 1st Ave North
P O BOX 1246
BESSEMER, AL 35020",205-481-4333,BESSEMER,Jefferson
BRANDENBURG WATER WORKS,,,,"4,333",Ground water,"PO BOX 305
BRANDENBURG, KY 40108",270-422-4981,,Meade
BETHEL WATER SYSTEM,,,,"4,110",Ground water purchased,"P O Box 28
6485 Hwy 61
WILSONVILLE, AL 35186",205-669-6821,WILSONVILLE,Shelby
ATCHISON CO RWD 5C,,,,"3,645",Surface water purchased,"11068 286TH RD
LANCASTER, KS 66041",913-874-4071,LANCASTER,Atchison
BREATHITT CO WATER DISTRICT,,,,"5,068",Surface water purchased,"1137 MAIN ST SUITE 305
JACKSON, KY 41339",606-666-3800,,Breathitt
ALEXANDER CO WTR DIST,,,,"12,587",Surface water purchased,"PO BOX 398
HICKORY, NC 28603",828-323-7427,TAYLORSVILLE,Alexander
BEULAH UTILITIES DISTRICT,,,,"9,120",Surface water purchased,"
3051 Frederick Road, Suite 1
OPELIKA, AL 36801",334-532-3201,,Lee
KAMEHAMEHA SCHOOLS,,,,"4,000",Ground water,"1887 MAKUAKANE STREET
HONOLULU, HI 96817",,KAPALAMA,Honolulu
BARKSDALE AFB WATER SYSTEM,,,,"13,000",Surface water purchased,"BAFB
334 Davis Ave West Suite 208
BARKSDALE AFB, LA 71110",318-456-3489,,Bossier Parish
ANGEL FIRE SERVICES - VILLAGE OF ANGEL F,,,,"6,045",Ground water,"PO Box 489
PO Box 610
ANGEL FIRE, NM 87710",575-377-3232,ANGEL FIRE,Colfax
KAPALUA,,,,"4,200",Ground water,"KAPALUA WATER COMPANY
200 VILLAGE ROAD
KAPALUA, HI 96761",808-870-1442,KAPALUA (DHO),Maui
ALEXANDRIA WATER DEPARTMENT,,,,"5,087",Ground water,"125 North Wayne Street
ALEXANDRIA, IN 46001",765-617-6227,ALEXANDRIA,Madison
ALTOONA WATER SUPPLY,,,,"14,684",Ground water,"ATTN TODD ALLEN
900 VENBURRY DR
ALTOONA, IA 50009",515-967-4464,ALTOONA,Polk
"ATCHISON, CITY OF",,,,"10,636",Surface water,"1801 MAIN
ATCHISON, KS 66002",913-367-5566,ATCHISON,Atchison
BRONSTON WATER ASSOCIATON INC,,,,"5,114",Surface water purchased,"PO BOX 243
BRONSTON, KY 42518",606-561-5209,,Pulaski
BIG BEND WATER DISTRICT,,,,"8,800",Surface water,"PO BOX 99954
LAS VEGAS, NV 89153",,LAUGHLIN,Clark
BIG CREEK UTILITY DISTRICT,,,,"8,044",Surface water,"P.O. BOX 160, HWY 56
ALTAMONT, TN 37301",931-692-2505,ALTAMONT,Grundy
ALDERWOOD WATER DISTRICT,http://www.alderwoodwater.com/OurWater.ashx?p=1161,,,"190,177",Surface water purchased,"3626 156th St SW
Lynnwood, WA 98087",,,Snohomish
KAUNAKAKAI,,,,"3,702",Ground water,"COUNTY OF MAUI
200 SOUTH HIGH STREET, 5TH FLOOR
WAILUKU, HI 96793-2155",808-270-7834,KAUNAKAKAI,Maui
BALD KNOB WATERWORKS,,,,"29,000",Surface water purchased,"PO BOX 550
BALD KNOB, AR 72010",501-724-3821,,White
BON HOMME-YANKTON RWS,,,,"12,448",Surface water,"PO BOX 248
TABOR, SD 57063",6054632531,"AVON, TABOR","Bon Homme, Douglas, Hanson, Hutchinson, McCook, Turner, Yankton"
BASTROP WATER SYSTEM,http://water.com/CCR.html,http://water.com/CCR.html,,"18,741",Ground water,"PEOPLES WATER OF BASTROP
P O BOX 70
BASTROP, LA 71220",318-281-2161,,Morehouse Parish
ANDREW COUNTY PWSD 1,,,,"5,273",Ground water purchased,"201 S 71 HIGHWAY
SAVANNAH, MO 64485-0000",,SAVANNAH,Andrew
BRISTOL COUNTY WATER AUTHORITY,,,,"51,000",Surface water purchased,"450 CHILD STREET
WARREN, RI 02885",401-245-2022,"BARRINGTON, BRISTOL, WARREN",Bristol
ALEDO,,,,"3,470",Ground water,"120 N. COLLEGE AVE.
ALEDO, IL 61231",309-582-7241,ALEDO,Mercer
BUFFALO TRAIL WATER ASSOC,,,,"4,514",Surface water purchased,"41135 US HWY 62
MAYSLICK, KY 41055",606-763-6516,,Mason
BATON ROUGE WATER COMPANY,http://www.batonrougewater.com/indexfrhome.htm,,,"527,067",Ground water,"Dennis McGehee
PO BOX 96016
BATON ROUGE, LA 70896",225-928-1000,,East Baton Rouge Parish
ANDREW COUNTY PWSD 2,,,,"3,548",Ground water purchased,"19726 COUNTY RD 282
COSBY, MO 64436-0000",816-369-2324,COSBY,Andrew
ANTHONY W&SD,,,,"10,965",Ground water,"
PO Box 1751
ANTHONY, NM 88021",575-882-3922,ANTHONY,Dona Ana
BIRMINGHAM WATER WORKS BOARD,http://www.birminghamwaterworks.com/index.php?option=com_content&task=section&id=66&Itemid=73,,,"585,000",Surface water,"
P.O. Box 830110
BIRMINGHAM, AL 35283",205-244-4406,BIRMINGHAM,Jefferson
"AUGUSTA, CITY OF",,,,"9,342",Surface water,"113 E 6TH AVE
PO BOX 489
AUGUSTA, KS 67010",316-775-4510,AUGUSTA,Butler
BULLOCK PEN WATER DISTRICT,,,,"20,048",Surface water,"PO BOX 188
CRITTENDEN, KY 41030",859-428-2112,,Grant
BARLING WATERWORKS,,,,"4,583",Surface water purchased,"304 CHURCH ST
BARLING, AR 72923-0000",479-452-2462,,Sebastian
ABERDEEN - CLIFFWOOD/CLIFFWOOD BEACH,http://water.epa.gov/drink/local/nj.cfm,http://water.epa.gov/drink/local/nj.cfm,,"6,775",Surface water purchased,"1 ABERDEEN SQUARE
ABERDEEN TOWNSHIP, NJ 07747",732-583-4200,ABERDEEN TWP-1330,Monmouth
BARTON LEXA WATER ASSOCIATION,,,,"3,900",Ground water,"PO BOX 80
BARTON, AR 72312",870-572-1263,,Phillips
AKRON CITY PWS,http://www.ci.akron.oh.us/pubutl.html,,,"280,000",Surface water,"1570 RAVENNA ROAD
KENT, OH 44240",330-678-0077,,Summit
BLOUNT COUNTY WATER,,,,"17,400",Surface water,"18 Arena Drive
P.O. Box 609
CLEVELAND, AL 35049",205-625-5100,CLEVELAND,Blount
ANSON AND MADISON WATER DISTRICT,,,,"4,375",Surface water,"15 SOUTH MAPLE STREET
MADISON, ME 04950",207-696-4221,"ANSON, EMBDEN, MADISON",Somerset
BLOOMINGDALE UTILITY DISTRICT,,,,"13,239",Surface water,"3212 BLOOMINGDALE PIKE
KINGSPORT, TN 37660",423-288-6551,KINGSPORT,Sullivan
BLOUNTSVILLE UTILITIES BOARD,,,,"4,266",Ground water,"
69145 Main St.
BLOUNTSVILLE, AL 35031",256-429-2495,BLOUNTSVILLE,Blount
KEKAHA-WAIMEA,,,,"5,998",Ground water,"KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706",808-245-5403,KEKAHA (DOW),Kauai
ALGONQUIN,,,,"30,400",Ground water,"PUBLIC WORKS FACILITY
110 MEYER DRIVE
ALGONQUIN, IL 60102",847-658-2754,ALGONQUIN,McHenry
AMES WATER TREATMENT PLANT,http://www.cityofames.org/index.aspx?page=171,http://www.cityofames.org/index.aspx?page=171,,"50,029",Ground water,"ATTN LYLE HAMMES WATER SUPERINTENDENT
1800 EAST 13TH STREET
AMES, IA 50010",515-239-5150,AMES,Story
BAYOU DES CANNES WATER SYSTEM,,,,"4,200",Ground water,"Bayou Des Cannes Water System
3864 George Soileau Road
BASILE, LA 70515",337-457-7171,,Evangeline Parish
AMESBURY DPW  WATER DIV.,http://schoolsites.schoolworld.com/schools/AmesburyPS/files/filesystem/final2009ccr.pdf,http://www.amesburyma.gov/government.cfm?subpage=193741,,"16,283",Surface water,"39 SOUTH HUNT RD
AMESBURY, MA 01913",9783880853,AMESBURY,Essex
BAMBERG PUBLIC WORKS (0510001),,,,"3,735",Ground water,"PO BOX 1180
BAMBERG, SC 29003",803-245-5128,BAMBERG,Bamberg
BOX ELDER,,,,"8,300",Ground water,"420 VILLA DRIVE
BOX ELDER, SD 57719",6059231404,BOX ELDER,Pennington
BLOUNTVILLE UTILITY DISTRICT,,,,"12,722",Surface water purchased,"P.O. BOX 469
BLOUNTVILLE, TN 37617",423-323-2189,,Sullivan
"ALEXANDRIA, CITY OF",http://www.amwater.com/vaaw/working-with-us/water-quality-reports.html,,,"146,970",Surface water purchased,"2223 DUKE STREET
ALEXANDRIA, VA 22314",703-706-3864,ALEXANDRIA,
ANAMOSA MUNICIPAL WATER SUPPLY,,,,"4,283",Ground water,"ATTN CITY CLERK CITY HALL
107 S FORD
ANAMOSA, IA 52205",319-462-3473,ANAMOSA,Jones
"BALDWIN CITY, CITY OF",,,,"4,691",Surface water purchased,"1015 ORANGE ST
PO BOX 86
BALDWIN CITY, KS 66006",785-594-6907,BALDWIN CITY,Douglas
BUTLER COUNTY WATER SYSTEM INC,,,,"14,256",Surface water,"PO BOX 10180
BOWLING GREEN, KY 42102",270-842-0052,,Butler
AMHERST DPW  WATER DIVISION,,,,"37,819",Surface water,"586 SOUTH PLEASANT ST
AMHERST, MA 01002",4132593050,AMHERST,Hampshire
BIG V WATER ASSOCIATION,,,,"3,656",Ground water,"410 OUTLET RD
BOONEVILLE, MS 38829",662-728-6901,,Prentiss
BATESVILLE WATER UTILITIES,,,,"12,375",Surface water,"P O BOX 2375
BATESVILLE, AR 72503",870-698-2448,,Independence
KILAUEA,,,,"3,420",Ground water,"KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706",808-245-5403,KILAUEA (DOW),Kauai
BOAZ WATER & SEWER BOARD,,,,"14,325",Surface water purchased,"108 E LINE AVE
P O BOX 498
BOAZ, AL 35957",256-593-4711,BOAZ,Marshall
BAYOU LIBERTY WATER ASSOCIATION,,,,"10,500",Ground water,"BAYOU LIBERTY WATER ASSOC
34578 Hwy 433
SLIDELL, LA 70458",985-643-1216,,St. Tammany Parish
ANDOVER WATER DEPT,,,,"33,201",Surface water,"397 LOWELL ST
ANDOVER, MA 01810",9786238870,ANDOVER,Essex
CASS RURAL WATER DISTRICT FARGO,,,,"4,242",Surface water purchased,"131 MAPLE ST
PO BOX 98
KINDRED, ND 58051",701-428-3139,,Cass
BOLDO WATER & FIRE PROT. AUTHORITY,,,,"4,440",Surface water purchased,"
27526 ALABAMA 69
JASPER, AL 35504",205-221-4964,JASPER,Walker
CADIZ MUNICIPAL WATER CO,,,,"5,609",Surface water,"PO BOX 1465
CADIZ, KY 42211",270-522-8144,,Trigg
CASS RURAL WATER DISTRICT-PHASE I,,,,"3,658",Ground water,"131 MAPLE ST
PO BOX 98
KINDRED, ND 58051",701-428-3139,,Cass
BRANDON,,,,"9,981",Ground water,"PO BOX 95
BRANDON, SD 57005",6055822273,BRANDON,Minnehaha
ABLES SPRINGS SUD,,,,"3,582",Surface water purchased,"PO BOX 1567
TERRELL, TX 75160-0028",972-563-9704,,Kaufman
CALDWELL COUNTY WATER DISTRICT,,,,"6,000",Surface water purchased,"118 W MARKET ST
PRINCETON, KY 42445",270-365-9381,,Caldwell
BLACK BAYOU WATER ASSN.,,,,"4,493",Ground water,"1044 LAKE JACKSON RD
GLEN ALLAN, MS 38744",,,Washington
BOULDER CITY,http://www.bcnv.org/?q=waterreport,,,"15,000",Surface water purchased,"401 CALIFRONIA AVE
BOULDER CITY, NV 89005",702-293-9266,BOULDER CITY,Clark
ACCC EARLY MAIN CAMPUS,,,,"7,978",Ground water,"5100 BLACKHORSE PIKES
MAYS LANDING, NJ 08330",609-343-6818,HAMILTON TWP-0112,Atlantic
BARNWELL TOWN OF (SC0610001),,,,"4,563",Ground water,"ATTN:  MARCUS A WILSON
130 MAIN ST
BARNWELL, SC 29812",803-259-3266,BARNWELL,Barnwell
BOLIVAR WATER SYSTEM,,,,"7,782",Ground water,"211 N. WASHINGTON ST.
BOLIVAR, TN 38008",731-658-2020,BOLIVAR,Hardeman
BRENT UTILITIES BOARD,,,,"6,750",Ground water,"
PO BOX 220
BRENT, AL 35034",205-926-4643,BRENT,Bibb
BAYOU TECHE WATER WORKS,,,,"9,690",Ground water,"CITY OF BROUSSARD WATER SYSTEM
P O Box 450
LOREAUVILLE, LA 70552",337-319-6237,,St. Martin Parish
BON AQUA-LYLES UTILITY DISTRICT,,,,"10,728",Surface water,"P.O. BOX 35
LYLES, TN 37098",931-670-4718,LYLES,Hickman
CAMDEN PUMP DISTRICT,,,,"15,174",Ground water,"1100 South Little Creek Road
DOVER, DE 19901",302-734-7500,CAMDEN-WYOMING,Kent
BREWTON WATER WORKS,,,,"9,756",Ground water,"
P O BOX 368
BREWTON, AL 36427",251-809-1780,BREWTON,Escambia
CALVERT CITY MUNICIPAL WATER DEPARTMENT,,,,"4,381",Ground water,"PO BOX 36
CALVERT CITY, KY 42029",270-395-7138,,Marshall
"AUBURN, CITY OF",,,,"3,460",Groundwater under influence of surface water,"AUBURN BOARD OF PUBLIC WORKS
PO BOX 288
AUBURN, NE 68305-0288",402-274-4981,AUBURN,Nemaha
BON DE CROFT UTILITY DISTRICT,,,,"3,868",Surface water,"8756 CROSSVILLE HWY
SPARTA, TN 38583",931-935-2150,SPARTA,White
BRIDGEPORT UTILITIES BOARD,,,,"5,505",Surface water,"
P O BOX 36
BRIDGEPORT, AL 35740",256-495-2471,BRIDGEPORT,Jackson
"ANKENY, CITY OF",,,,"62,416",Surface water purchased,"ATTN SHAWN BUCKNER
220 W 1ST ST
ANKENY, IA 50023-1751",515-965-6485,ANKENY,Polk
"AURORA, CITY OF",,,,"4,479",Ground water,"905  13TH ST
AURORA, NE 68818",402-694-6992,AURORA,Hamilton
BARTLESVILLE,,,,"34,748",Surface water,"Chris Black, Director of Utilities
401 S. Johnstone
BARTLESVILLE, OK 74003",918-338-4107,,Washington
ACTON MUD,,,,"19,125",Surface water purchased,"6420 LUSK BRANCH CT
GRANBURY, TX 76049-2035",817-326-4720,,Hood
CAMDEN WYOMING SEWER AND WATER AUTHORITY,,,,"5,000",Ground water,"P.O. BOX 405
CAMDEN, DE 19934",302-697-6372,CAMDEN-WYOMING,Kent
ASHBURN,,,,"4,178",Ground water,"P.O. BOX 766
259 EAST WASHINGTON AVENUE
ASHBURN, GA 31714",229-567-3431,ASHBURN,Turner
ARTESIA MUNICIPAL WATER SYSTEM,http://www.artesianm.com/ArtesiaMuni%20CCR.pdf,http://www.artesianm.com,,"12,699",Ground water,"
612 N. ROSELAWN
ARTESIA, NM 88210",575-746-9821,ARTESIA,Eddy
BATESBURG LEESVILLE DPW (3210002),,,,"5,520",Surface water,"PO BOX 2329
LEESVILLE, SC 29070",803-532-6410,BATESBURG,Lexington
"ALTAVISTA, TOWN OF",,,,"3,850",Surface water,"510 SEVENTH STREET
P O BOX 420
ALTAVISTA, VA 24517",434-369-5001,,Campbell
AQUARION WATER COMPANY OXFORD,,,,"6,266",Ground water,"24 PROVIDENCE STREET
MILLBURY, MA 01527",5088653998,OXFORD,Worcester
BRUNDIDGE WATER DEPARTMENT,,,,"3,672",Ground water,"
P O BOX 638
BRUNDIDGE, AL 36010",334-735-2385,BRUNDIDGE,Pike
"BAXTER SPRINGS, CITY OF",,,,"3,944",Surface water,"1445 MILITARY
PO BOX 577
BAXTER SPRINGS, KS 66713-0577",620-856-2114,BAXTER SPRINGS,Cherokee
"AQUARION WATER COMPANY, HINGHAM/HULL/COH",,,,"41,082",Surface water,"900 MAIN STREET
HINGHAM, MA 02043",7817406694,HINGHAM,Plymouth
BEAVERFORK VOLUNTEER FD WSD,,,,"3,458",Surface water purchased,"P O BOX 2319
CONWAY, AR 72033-2319",501-329-4200,,Faulkner
BRENTWOOD WATER DEPTARTMENT,,,,"29,513",Surface water purchased,"P.O. BOX 788
BRENTWOOD, TN 37024",615-371-0080,BRENTWOOD,Williamson
ADDICKS UTILITY DISTRICT,,,,"4,998",Surface water purchased,"1300 POST OAK BLVD STE 1400
HOUSTON, TX 77056-3078",713-623-4531,,Harris
"BUHL, ELROD & HOLMAN WATER AUTHORITY",,,,"3,480",Ground water,"
P O Box 127
BUHL, AL 36446",205-333-0231,BUHL,Tuscaloosa
CAMPBELLSVILLE MUNICIPAL WATER,,,,"24,874",Surface water,"110 S COLUMBIA AVE, SUITE A
CAMPBELLSVILLE, KY 42718",270-789-3133,,Taylor
BEAU CHENE WATER SYSTEM,,,,"4,440",Ground water,"BEAU CHENE HOMEOWNERS ASSOC.
105 Beau Chene Blvd.
MANDEVILLE, LA 70471-1787",985-231-6285,,St. Tammany Parish
"AQUARION WATER COMPANY, MILLBURY",,,,"8,803",Surface water purchased,"24 PROVIDENCE ST
MILLBURY, MA 01527",5088653998,MILLBURY,Worcester
CENTRAL PLAINS WATER DISTRICT,,,,"3,504",Ground water,"105 MAIN AVE S
PO BOX 157
FESSENDEN, ND 58438",,,Wells
BROOKINGS MUNICIPAL UTILITIES,,,,"22,298",Ground water,"PO BOX 588
BROOKINGS, SD 57006",6056926325,BROOKINGS,Brookings
BUTLER COUNTY WATER AUTHORITY,,,,"14,052",Ground water,"
P O BOX 547
GREENVILLE, AL 36037",334-382-4281,GREENVILLE,Butler
CAMPTON WATER SYSTEM,,,,"6,600",Surface water,"PO BOX 35
CAMPTON, KY 41301",606-668-3574,,Wolfe
BEAUREGARD DISTRICT NO 2 WARD NO 5,,,,"6,116",Ground water,"BEAUREGARD DISTRICT 2 WARD 5
P.O. BOX 97
SINGER, LA 70660",337-462-6805,,Beauregard Parish
ANACONDA WATER DEPARTMENT,,,,"6,750",Ground water,"PO BOX 1459
ANACONDA, MT 59711",406-560-3189,ANACONDA,Deer Lodge
BROOKINGS-DEUEL RURAL WATER SYSTEM,,,,"5,300",Ground water,"PO BOX 340
TORONTO, SD 57268",6057944201,"CLEAR LAKE, TORONTO","Brookings, Deuel"
BRIGHTON WATER SYSTEM,,,,"3,628",Ground water purchased,"P.O. BOX 277, CITY HALL
BRIGHTON, TN 38011",901-476-8661,,Tipton
BUTLER WATER SYSTEM,,,,"6,852",Ground water,"
p.o. box 455
BUTLER, AL 36904",205-459-3795,BUTLER,Choctaw
BEEBE WATERWORKS,,,,"8,120",Surface water purchased,"P O BOX 1120
BEEBE, AR 72012-0000",501-882-6438,,White
ALAMEDA COUNTY WATER DISTRICT,http://www.acwd.org/2019CCR ,http://www.acwd.org/,ACWD,"351,000",Surface water,"43885 S GRIMMER BLVD
FREMONT, CA 94538-6348",510-668-4201,,Alameda
BCWSA EAST COOPER (0820009),,,,"10,705",Surface water purchased,"212 OAKLEY PLANTATION DRIVE
ATTN:  ACCOUNTS PAYABLE
MONCKS CORNER, SC 29461",843-572-4400,MONCKS CORNER,Berkeley
BROWN-DAY-MARSHALL RWS,,,,"5,673",Ground water,"PO BOX 49
BRITTON, SD 57430",6054485417,"BRITTON, LANGFORD","Brown, Day, Marshall"
BRISTOL DEPTARTMENT OF UTILITIES,,,,"33,199",Surface water,"P.O. BOX 1189
BRISTOL, TN 37621",423-989-5566,BRISTOL,Sullivan
LAHAINA,,,,"20,065",Surface water,"COUNTY OF MAUI
200 SOUTH HIGH STREET, 5TH FLOOR
WAILUKU, HI 96793-2155",808-270-7834,LAHAINA,Maui
"BEL AIRE, CITY OF",,,,"8,073",Surface water purchased,"7651 E CENTRAL PARK AVE
BEL AIRE, KS 67226",316-744-2451,BEL AIRE,Sedgwick
CANNONSBURG WATER DISTRICT,,,,"8,953",Surface water purchased,"1606 CANNONSBURG RD
ASHLAND, KY 41102",606-928-9808,,Boyd
BEAUREGARD WATER WORKS DIST #3,,,,"21,600",Ground water,"WATERWORKS DIST #3 OF BEAUREGARD PARISH
7062 HWY 113
DRY CREEK, LA 70637",337-725-3000,,Beauregard Parish
AZTEC DOMESTIC WATER SYSTEM,,,,"5,960",Surface water,"
201 W. Chaco
AZTEC, NM 87410",505-334-8684,AZTEC,San Juan
BRISTOL-BLUFF CITY UTILITY DISTRICT,,,,"5,868",Surface water,"P.O. BOX 459
BLUFF CITY, TN 37618",423-538-4043,BRISTOL,Sullivan
BARRE CITY WATER SYSTEM,,,,"14,000",Surface water,"
6 N MAIN ST
BARRE, VT 05641-4177",802-476-0250,BARRE CITY,Washington
CALERA WATER WORKS,,,,"23,748",Surface water,"10947 Highway 25
10947 Highway 25
CALERA, AL 35040",205-668-7223,CALERA,Shelby
LAIE WATER COMPANY,,,,"5,577",Ground water,"Laie Water Company
55-510 Kamehameha Highway
LAIE, HI 96762",808-298-6432,LAIE,Honolulu
APACHE JUNCTION WATER DISTRICT,,,,"13,657",Surface water,"
300 E SUPERSTITION BLVD
APACHE JUNCTION, AZ 85119",480-474-2615,APACHE JUNCTION,Pinal
ARLINGTON WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"42,844",Surface water purchased,"51 GROVE STREET
ARLINGTON, MA 02476",7813163310,ARLINGTON,Middlesex
BELLA VISTA POA,,,,"27,228",Surface water purchased,"51 HUNTLEY LANE
BELLA VISTA, AR 72715",479-855-5060,,Benton
BCWSA SANGAREE W/D (0820002),,,,"62,883",Surface water purchased,"212 OAKLEY PLANTATION DRIVE
ATTN:  ACCOUNTS PAYABLE
MONCKS CORNER, SC 29461",843-572-4400,MONCKS CORNER,Berkeley
ARAPAHOE CNTY WWWA,,,,"31,000",Ground water,"13031 E CALEY AVE
CENTENNIAL, CO 80111",303-790-4830,,Arapahoe
CALHOUN COUNTY WATER & FIRE PR AUTHORITY,,,,"31,650",Surface water purchased,"
P O BOX 200
ALEXANDRIA, AL 36250",256-820-3940,ALEXANDRIA,Calhoun
ATHENS-CLARKE CO WATER SYSTEM,https://www.accgov.com/ccr,https://www.accgov.com/214/Public-Utilities,"ACC PUD, ACC Public Utilities Department, Athens Water Department, Athens-Clarke County Public Utilities Department","120,266",Surface water,"124 E. Hancock Avenue
ATHENS, GA 30601",706-613-3470,ATHENS,Clarke
ALLSTATE NORTH PLAZA,,,,"5,361",Ground water,"3100 SANDERS ROAD
NORTHBROOK, IL 60062",847-402-2752,,Cook
CAMDEN WATER & SEWER DEPARTMENT,,,,"4,170",Ground water,"
108 WATER STREET
CAMDEN, AL 36726",334-682-4603,CAMDEN,Wilcox
ATLANTA,http://www.atlantawatershed.org/bureaus/drink/drink.htm,,,"650,000",Surface water,"2630 Ridgewood Road
ATLANTA, GA 30327",404-982-1472,ATLANTA,"DeKalb, Fulton"
"BELOIT, CITY OF",,,,"3,726",Surface water,"119 N HERSEY
PO BOX 567
BELOIT, KS 67420",785-738-2275,BELOIT,Mitchell
CARROLL CO WATER DISTRICT #1,,,,"5,934",Ground water,"205 MAIN CROSS
GHENT, KY 41045",502-347-9500,,Carroll
CARROLLTON UTILITIES,,,,"5,729",Ground water,"PO BOX 269
CARROLLTON, KY 41008",502-732-7065,,Carroll
ASH/WIN JOINT WATER AUTHORITY,,,,"11,394",Surface water,"204 LAKE ROAD
ASHBURNHAM, MA 01430",9788274120,ASHBURNHAM,Worcester
AMHERST CO SERVICE AUTHORITY (ACSA),,,,"13,619",Surface water,"113 Phelps Road
PO Box 100
MADISON HEIGHTS, VA 24572",434-845-1606,,Amherst
LIHUE-KAPAA,,,,"34,854",Surface water,"KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706",808-245-5403,LIHUE-KAPAA,Kauai
ASHBURNHAM WATER DEPARTMENT,,,,"3,680",Surface water,"C/O ASHBURNHAM WATER DEPARTMENT
17 CENTRAL STREET
ASHBURNHAM, MA 01430",9788274120,ASHBURNHAM,Worcester
LOWER KULA,,,,"3,522",Surface water,"COUNTY OF MAUI
200 SOUTH HIGH STREET, 5TH FLOOR
WAILUKU, HI 96793-2155",808-270-7834,KULA,Maui
ASBURY MUNICIPAL WATER SYSTEM,,,,"4,545",Ground water,"ATTN TONY CARR
5290 GRAND MEADOW DR  STE 1
ASBURY, IA 52002-2589",563-556-7106,ASBURY,Dubuque
"CAVELAND ENVIRONMENTAL AUTHORITY, INC.",,,,"4,256",Surface water purchased,"PO BOX 426
CAVE CITY, KY 42127",270-773-2887,,Barren
BOONEVILLE WATER DEPT.,,,,"9,000",Ground water,"203 NORTH MAIN ST
BOONEVILLE, MS 38829",662-728-5601,,Prentiss
BENTON CO WATER,,,,"5,743",Surface water purchased,"P O BOX 127
AVOCA, AR 72711",479-636-0002,,Benton
ALLIANCE CITY PWS,,,,"22,232",Surface water,"12251 ROCKHILL AVENUE NE
ALLIANCE, OH 44601",330-829-2241,,Stark
BETHANY,,,,"20,307",Groundwater under influence of surface water,"RONNIE BACON, PUBLIC WORKS DIRECTOR
P.O. BOX 219
BETHANY, OK 73008",405-789-2146,,Oklahoma
ALCO WATER SERVICE,,,,"29,654",Ground water,"249 WILLIAMS ROAD
SALINAS, CA 93905",831-424-0441,,Monterey
BEECH ISLAND W/D (SC0220004),,,,"8,016",Ground water,"BEECH ISLAND RURAL COMMUNITY WATER DIST
630 BEECH ISLAND AVE
BEECH ISLAND, SC 29842",803-827-1580,BEECH ISLAND,Aiken
BROWNSVILLE WATER DEPT,,,,"13,404",Ground water,"P.O. BOX 424
BROWNSVILLE, TN 38012",731-772-8845,BROWNSVILLE,Haywood
AUBURN,,,,"7,387",Surface water purchased,"1369 4TH AVE
AUBURN, GA 30011",770-963-4002,AUBURN,Barrow
CAWOOD WATER DISTRICT,,,,"4,428",Surface water,"PO BOX 429
CAWOOD, KY 40815",606-573-3744,,Harlan
BELLE CHASSE WATER DISTRICT,,,,"17,391",Surface water,"
333 F. Edward Hebert BLVD, Bldg. 100
BELLE CHASSE, LA 70037",504-934-6630,,Plaquemines Parish
MAKAWAO,,,,"29,868",Surface water,"COUNTY OF MAUI
200 SOUTH HIGH STREET, 5TH FLOOR
WAILUKU, HI 96793-2155",808-270-7834,MAKAWAO,Maui
CARSON CITY PUBLIC WORKS,,,,"56,000",Surface water,"3505 BUTTI WAY
CARSON CITY, NV 89701",775-283-7395,CARSON CITY,
ALSIP,,,,"18,880",Surface water purchased,"4500 WEST 123rd STREET
ALSIP, IL 60803",708-385-6902,ALSIP,Cook
BENTON WATERWORKS,,,,"30,681",Surface water,"1314 VENTURI DR
BENTON, AR 72019",501-776-5942,,Saline
AUGUSTA-RICHMOND CO WS,http://augustaga.gov/index.aspx?nid=751,,,"204,000",Surface water,"1731 TOBACCO RD.
AUGUSTA, GA 30906",706-821-4212,AUGUSTA,Richmond
MARINE CORPS BASE HAWAII,,,,"16,300",Ground water purchased,"MARINE CORPS BASE HAWAII
ATTN:  CODE LF; LEE YAMAMOTO
KANEOHE BAY, HI 96863-3002",808-257-0800,KANEOHE,Honolulu
ASHLAND WATER AND SEWER DEPT.,,,,"16,593",Ground water,"20 PONDEROSA RD.
ASHLAND, MA 01721",5088810120,ASHLAND,Middlesex
BELEN WATER SYSTEM,,,,"8,102",Ground water,"
100 S. Main
BELEN, NM 87002",505-966-2752,BELEN,Valencia
BELTON CITY OF (SC0410004),,,,"5,505",Surface water purchased,"CITY OF BELTON
PO BOX 828
BELTON, SC 29627-0828",864-338-0058,,Anderson
AGUA SUD,,,,"46,872",Surface water,"PO BOX 4379
MISSION, TX 78573-0075",956-585-2459,,Hidalgo
AVONDALE IRRIGATION DIST,,,,"4,175",Ground water,"PO BOX 81
HAYDEN, ID 83835",208-772-5657,,Kootenai
ATLANTIC MUNICIPAL UTILITIES,,,,"7,123",Ground water,"ATTN MITCH BURG SUPERINTENDENT
15 W 3RD ST PO BOX 517
ATLANTIC, IA 50022",712-243-1395,ATLANTIC,Cass
BENTONVILLE WATER UTILITIES,,,,"42,343",Surface water purchased,"117 W CENTRAL AVE
BENTONVILLE, AR 72712-0000",479-271-3140,,Benton
